"sim","solar_system","claim_count","agg_loss","theta_scenario","theta_used"
5467,"Bayesia System",50,220081654.442918,"theta_1",1
5468,"Bayesia System",903,3773060528.99553,"theta_1",1
5469,"Bayesia System",444,1874864586.00258,"theta_1",1
5470,"Bayesia System",2776,11574227739.7957,"theta_1",1
5471,"Bayesia System",1407,6176854047.72281,"theta_1",1
5472,"Bayesia System",1847,8076710075.68052,"theta_1",1
5473,"Bayesia System",564,2533475778.25984,"theta_1",1
5474,"Bayesia System",260,1145995035.44465,"theta_1",1
5475,"Bayesia System",1652,7008799382.19584,"theta_1",1
5476,"Bayesia System",2504,10635455496.3147,"theta_1",1
5477,"Bayesia System",261,1117433893.95997,"theta_1",1
5478,"Bayesia System",3295,14765694186.9463,"theta_1",1
5479,"Bayesia System",696,3239352841.16839,"theta_1",1
5480,"Bayesia System",1017,4300783428.31683,"theta_1",1
5481,"Bayesia System",308,1442316917.30793,"theta_1",1
5482,"Bayesia System",1111,5125919772.47014,"theta_1",1
5483,"Bayesia System",83,389483960.39054,"theta_1",1
5484,"Bayesia System",176,716300877.121247,"theta_1",1
5485,"Bayesia System",255,1243827999.49577,"theta_1",1
5486,"Bayesia System",1663,7056953218.94648,"theta_1",1
5487,"Bayesia System",377,1779313539.79013,"theta_1",1
5488,"Bayesia System",475,2007024666.08105,"theta_1",1
5489,"Bayesia System",476,1767434884.22798,"theta_1",1
5490,"Bayesia System",477,2187454601.24558,"theta_1",1
5491,"Bayesia System",57,270755608.460963,"theta_1",1
5492,"Bayesia System",2207,9487640114.75646,"theta_1",1
5493,"Bayesia System",503,2088316327.83416,"theta_1",1
5494,"Bayesia System",1170,4638394684.58777,"theta_1",1
5495,"Bayesia System",882,3824247252.29854,"theta_1",1
5496,"Bayesia System",3085,13200967170.0562,"theta_1",1
5497,"Bayesia System",661,2522425491.06653,"theta_1",1
5498,"Bayesia System",3034,12987360429.2853,"theta_1",1
5499,"Bayesia System",1770,7949635745.97642,"theta_1",1
5500,"Bayesia System",1119,5170685142.3975,"theta_1",1
5501,"Bayesia System",1026,4612245161.4445,"theta_1",1
5502,"Bayesia System",554,2163424706.9936,"theta_1",1
5503,"Bayesia System",476,2037790320.23027,"theta_1",1
5504,"Bayesia System",55,219114850.64886,"theta_1",1
5505,"Bayesia System",1482,6621227698.22212,"theta_1",1
5506,"Bayesia System",114,615697523.749895,"theta_1",1
5507,"Bayesia System",2187,9294957844.62347,"theta_1",1
5508,"Bayesia System",1408,6100053191.13149,"theta_1",1
5509,"Bayesia System",64,278576920.21018,"theta_1",1
5510,"Bayesia System",216,1063903974.23473,"theta_1",1
5511,"Bayesia System",1497,6341820989.11071,"theta_1",1
5512,"Bayesia System",2408,10682764633.1309,"theta_1",1
5513,"Bayesia System",55,264400806.020681,"theta_1",1
5514,"Bayesia System",1216,5411551973.41344,"theta_1",1
5515,"Bayesia System",161,638289084.758689,"theta_1",1
5516,"Bayesia System",630,2552234351.55152,"theta_1",1
5517,"Bayesia System",244,1082442578.84286,"theta_1",1
5518,"Bayesia System",2039,8535634839.40698,"theta_1",1
5519,"Bayesia System",58,231069980.733355,"theta_1",1
5520,"Bayesia System",937,4374511372.71012,"theta_1",1
5521,"Bayesia System",231,938853150.949947,"theta_1",1
5522,"Bayesia System",377,1545122975.44053,"theta_1",1
5523,"Bayesia System",2013,8426110809.55174,"theta_1",1
5524,"Bayesia System",231,861306507.019617,"theta_1",1
5525,"Bayesia System",356,1385302177.3206,"theta_1",1
5526,"Bayesia System",891,3677950691.84178,"theta_1",1
5527,"Bayesia System",122,471031828.077748,"theta_1",1
5528,"Bayesia System",481,2145468521.89114,"theta_1",1
5529,"Bayesia System",1234,5326070764.79086,"theta_1",1
5530,"Bayesia System",460,1865371360.89332,"theta_1",1
5531,"Bayesia System",135,717302237.689562,"theta_1",1
5532,"Bayesia System",67,269293967.070399,"theta_1",1
5533,"Bayesia System",300,1071136432.11094,"theta_1",1
5534,"Bayesia System",1837,7937640061.65577,"theta_1",1
5535,"Bayesia System",1,867456.915715045,"theta_1",1
5536,"Bayesia System",161,798955093.018872,"theta_1",1
5537,"Bayesia System",309,1380874508.43624,"theta_1",1
5538,"Bayesia System",1386,6064553277.75532,"theta_1",1
5539,"Bayesia System",102,318192751.256953,"theta_1",1
5540,"Bayesia System",236,920305124.350372,"theta_1",1
5541,"Bayesia System",1116,4992018799.56027,"theta_1",1
5542,"Bayesia System",1231,5624635620.55321,"theta_1",1
5543,"Bayesia System",788,3133354408.07752,"theta_1",1
5544,"Bayesia System",731,3235540976.31187,"theta_1",1
5545,"Bayesia System",735,3048195366.30369,"theta_1",1
5546,"Bayesia System",1285,5265900278.05317,"theta_1",1
5547,"Bayesia System",1129,4614468957.00064,"theta_1",1
5548,"Bayesia System",1022,4764276132.156,"theta_1",1
5549,"Bayesia System",1725,7329192753.75734,"theta_1",1
5550,"Bayesia System",1596,7336050910.19856,"theta_1",1
5551,"Bayesia System",283,1262303986.25526,"theta_1",1
5552,"Bayesia System",558,2018700265.3874,"theta_1",1
5553,"Bayesia System",578,2286316315.55773,"theta_1",1
5554,"Bayesia System",147,611527380.940032,"theta_1",1
5555,"Bayesia System",145,608912179.189853,"theta_1",1
5556,"Bayesia System",480,2110014455.84416,"theta_1",1
5557,"Bayesia System",3334,14638014011.0944,"theta_1",1
5558,"Bayesia System",606,2827737216.00813,"theta_1",1
5559,"Bayesia System",534,2455978090.21964,"theta_1",1
5560,"Bayesia System",1634,6675493576.05609,"theta_1",1
5561,"Bayesia System",3001,12922019522.716,"theta_1",1
5562,"Bayesia System",1738,6908092122.37814,"theta_1",1
5563,"Bayesia System",1285,5690046695.53119,"theta_1",1
5564,"Bayesia System",3626,15828366306.1233,"theta_1",1
5565,"Bayesia System",1425,6444976697.37851,"theta_1",1
5566,"Bayesia System",138,496503626.527141,"theta_1",1
5567,"Bayesia System",1028,4461822410.7087,"theta_1",1
5568,"Bayesia System",933,4211356155.08276,"theta_1",1
5569,"Bayesia System",134,527927019.159191,"theta_1",1
5570,"Bayesia System",1352,6072552960.26725,"theta_1",1
5571,"Bayesia System",939,4276383278.30441,"theta_1",1
5572,"Bayesia System",195,909940129.705791,"theta_1",1
5573,"Bayesia System",779,3389474817.92856,"theta_1",1
5574,"Bayesia System",1550,6733117562.17548,"theta_1",1
5575,"Bayesia System",252,997559580.496893,"theta_1",1
5576,"Bayesia System",616,2595970658.77319,"theta_1",1
5577,"Bayesia System",104,456525553.728319,"theta_1",1
5578,"Bayesia System",50,198803828.049955,"theta_1",1
5579,"Bayesia System",1893,8620612631.3996,"theta_1",1
5580,"Bayesia System",3486,15338082532.674,"theta_1",1
5581,"Bayesia System",51,255415214.409524,"theta_1",1
5582,"Bayesia System",4561,19683399116.6728,"theta_1",1
5583,"Bayesia System",25,170941129.465913,"theta_1",1
5584,"Bayesia System",259,1514213261.12693,"theta_1",1
5585,"Bayesia System",1168,5215825221.13939,"theta_1",1
5586,"Bayesia System",69,321359688.55748,"theta_1",1
5587,"Bayesia System",213,849148764.908866,"theta_1",1
5588,"Bayesia System",1368,6150856997.58731,"theta_1",1
5589,"Bayesia System",1863,8384933058.5043,"theta_1",1
5590,"Bayesia System",3034,13111850863.3865,"theta_1",1
5591,"Bayesia System",2142,9344951665.98775,"theta_1",1
5592,"Bayesia System",504,2343958180.52637,"theta_1",1
5593,"Bayesia System",264,1216664137.718,"theta_1",1
5594,"Bayesia System",210,890339202.678557,"theta_1",1
5595,"Bayesia System",308,1424471435.65419,"theta_1",1
5596,"Bayesia System",392,1551086207.24924,"theta_1",1
5597,"Bayesia System",64,217197021.587244,"theta_1",1
5598,"Bayesia System",693,2993319136.31285,"theta_1",1
5599,"Bayesia System",333,1427420220.89835,"theta_1",1
5600,"Bayesia System",378,1562013401.3462,"theta_1",1
5601,"Bayesia System",1116,5054836924.97721,"theta_1",1
5602,"Bayesia System",49,164998140.934581,"theta_1",1
5603,"Bayesia System",238,1087748394.71512,"theta_1",1
5604,"Bayesia System",1802,8047983163.94128,"theta_1",1
5605,"Bayesia System",4005,17430388322.3041,"theta_1",1
5606,"Bayesia System",996,4515296476.32313,"theta_1",1
5607,"Bayesia System",428,1889199929.44008,"theta_1",1
5608,"Bayesia System",168,932293253.721471,"theta_1",1
5609,"Bayesia System",1162,4918225671.42418,"theta_1",1
5610,"Bayesia System",1115,4769962251.06395,"theta_1",1
5611,"Bayesia System",658,3334580095.75892,"theta_1",1
5612,"Bayesia System",619,2384772994.40839,"theta_1",1
5613,"Bayesia System",703,2992396457.15492,"theta_1",1
5614,"Bayesia System",900,4144634607.10044,"theta_1",1
5615,"Bayesia System",2867,12134014034.8905,"theta_1",1
5616,"Bayesia System",967,3719109159.72007,"theta_1",1
5617,"Bayesia System",540,2501114891.91531,"theta_1",1
5618,"Bayesia System",673,3101386996.22249,"theta_1",1
5619,"Bayesia System",202,822109566.502355,"theta_1",1
5620,"Bayesia System",600,2388631807.40274,"theta_1",1
5621,"Bayesia System",331,1465932972.28673,"theta_1",1
5622,"Bayesia System",355,1658432430.79811,"theta_1",1
5623,"Bayesia System",548,2380251324.66217,"theta_1",1
5624,"Bayesia System",915,3569484687.68101,"theta_1",1
5625,"Bayesia System",312,1314891815.94488,"theta_1",1
5626,"Bayesia System",474,1919391165.5007,"theta_1",1
5627,"Bayesia System",922,4036183358.11805,"theta_1",1
5628,"Bayesia System",2235,9514998345.29933,"theta_1",1
5629,"Bayesia System",198,963113293.168007,"theta_1",1
5630,"Bayesia System",1,4456495.20087178,"theta_1",1
5631,"Bayesia System",2234,10387515820.4067,"theta_1",1
5632,"Bayesia System",1,246836.743620275,"theta_1",1
5633,"Bayesia System",527,2780000786.0172,"theta_1",1
5634,"Bayesia System",257,1063812788.26293,"theta_1",1
5635,"Bayesia System",357,1751997931.50887,"theta_1",1
5636,"Bayesia System",279,1154503591.10283,"theta_1",1
5637,"Bayesia System",1245,5295622582.94175,"theta_1",1
5638,"Bayesia System",2276,10424631518.5066,"theta_1",1
5639,"Bayesia System",102,353327160.52238,"theta_1",1
5640,"Bayesia System",129,456418721.117633,"theta_1",1
5641,"Bayesia System",195,922821962.995195,"theta_1",1
5642,"Bayesia System",269,1199889494.57641,"theta_1",1
5643,"Bayesia System",226,1043221772.32773,"theta_1",1
5644,"Bayesia System",211,890569139.694978,"theta_1",1
5645,"Bayesia System",1517,6520020774.95889,"theta_1",1
5646,"Bayesia System",2281,10268473138.53,"theta_1",1
5647,"Bayesia System",867,3770445386.16786,"theta_1",1
5648,"Bayesia System",513,2561965752.70985,"theta_1",1
5649,"Bayesia System",1374,5730124103.23301,"theta_1",1
5650,"Bayesia System",260,890090818.536151,"theta_1",1
5651,"Bayesia System",636,2772387513.33053,"theta_1",1
5652,"Bayesia System",133,553318781.572352,"theta_1",1
5653,"Bayesia System",2024,9015585743.39748,"theta_1",1
5654,"Bayesia System",1394,6799857515.75641,"theta_1",1
5655,"Bayesia System",313,1659923413.44406,"theta_1",1
5656,"Bayesia System",640,2622829272.36062,"theta_1",1
5657,"Bayesia System",85,338840184.816989,"theta_1",1
5658,"Bayesia System",178,664264757.897175,"theta_1",1
5659,"Bayesia System",1757,6944416520.74993,"theta_1",1
5660,"Bayesia System",1011,4626201435.75713,"theta_1",1
5661,"Bayesia System",315,1446080365.56989,"theta_1",1
5662,"Bayesia System",2697,11473160416.0469,"theta_1",1
5663,"Bayesia System",827,3737290479.47009,"theta_1",1
5664,"Bayesia System",2339,10510904428.8253,"theta_1",1
5665,"Bayesia System",980,4318638420.97905,"theta_1",1
5666,"Bayesia System",271,1016297601.7885,"theta_1",1
5667,"Bayesia System",48,150030869.349682,"theta_1",1
5668,"Bayesia System",188,722950460.906005,"theta_1",1
5669,"Bayesia System",797,3284186917.66149,"theta_1",1
5670,"Bayesia System",117,506677805.46529,"theta_1",1
5671,"Bayesia System",847,3506408990.38935,"theta_1",1
5672,"Bayesia System",848,3466753580.5764,"theta_1",1
5673,"Bayesia System",4,6442181.57539457,"theta_1",1
5674,"Bayesia System",3842,18305889025.3609,"theta_1",1
5675,"Bayesia System",336,1408625052.72184,"theta_1",1
5676,"Bayesia System",875,3884862946.10086,"theta_1",1
5677,"Bayesia System",730,3465199469.57359,"theta_1",1
5678,"Bayesia System",1523,7341335945.09889,"theta_1",1
5679,"Bayesia System",261,1061284726.55008,"theta_1",1
5680,"Bayesia System",1290,5832162383.01517,"theta_1",1
5681,"Bayesia System",1353,5969959298.30679,"theta_1",1
5682,"Bayesia System",455,2009291885.38493,"theta_1",1
5683,"Bayesia System",1089,4684604133.33391,"theta_1",1
5684,"Bayesia System",345,1489972095.95538,"theta_1",1
5685,"Bayesia System",671,2839208371.22935,"theta_1",1
5686,"Bayesia System",353,1454728006.52161,"theta_1",1
5687,"Bayesia System",396,1665445002.55192,"theta_1",1
5688,"Bayesia System",927,4034186523.42079,"theta_1",1
5689,"Bayesia System",436,2182370911.36944,"theta_1",1
5690,"Bayesia System",993,4363753103.00273,"theta_1",1
5691,"Bayesia System",17,45134630.0874485,"theta_1",1
5692,"Bayesia System",1941,8188353434.02276,"theta_1",1
5693,"Bayesia System",1107,4683492901.06993,"theta_1",1
5694,"Bayesia System",924,4105473778.22741,"theta_1",1
5695,"Bayesia System",946,3939575498.35899,"theta_1",1
5696,"Bayesia System",557,2312425332.97306,"theta_1",1
5697,"Bayesia System",805,3707151599.59169,"theta_1",1
5698,"Bayesia System",64,253140172.219916,"theta_1",1
5699,"Bayesia System",3162,13618363320.3547,"theta_1",1
5700,"Bayesia System",81,304073370.041676,"theta_1",1
5701,"Bayesia System",825,3518282075.5861,"theta_1",1
5702,"Bayesia System",1737,7076715728.29398,"theta_1",1
5703,"Bayesia System",392,1744143232.89059,"theta_1",1
5704,"Bayesia System",925,3836758455.49483,"theta_1",1
5705,"Bayesia System",713,2934196464.37423,"theta_1",1
5706,"Bayesia System",58,372605576.791155,"theta_1",1
5707,"Bayesia System",1544,7145009176.4337,"theta_1",1
5708,"Bayesia System",177,727223702.417539,"theta_1",1
5709,"Bayesia System",800,3689912030.95951,"theta_1",1
5710,"Bayesia System",691,2938621561.72635,"theta_1",1
5711,"Bayesia System",3553,15842886248.9213,"theta_1",1
5712,"Bayesia System",567,2659037572.27451,"theta_1",1
5713,"Bayesia System",163,626038455.437847,"theta_1",1
5714,"Bayesia System",621,2596947118.96802,"theta_1",1
5715,"Bayesia System",908,3954674761.35399,"theta_1",1
5716,"Bayesia System",450,2005358142.93393,"theta_1",1
5717,"Bayesia System",366,1617181551.73982,"theta_1",1
5718,"Bayesia System",801,3776206947.48257,"theta_1",1
5719,"Bayesia System",970,4507081574.72185,"theta_1",1
5720,"Bayesia System",1878,8769815400.59947,"theta_1",1
5721,"Bayesia System",93,451649460.371727,"theta_1",1
5722,"Bayesia System",235,1120247245.89404,"theta_1",1
5723,"Bayesia System",74,427470541.403235,"theta_1",1
5724,"Bayesia System",301,1135363112.02059,"theta_1",1
5725,"Bayesia System",684,2955607618.06834,"theta_1",1
5726,"Bayesia System",3378,14557916507.5856,"theta_1",1
5727,"Bayesia System",649,3128196461.42535,"theta_1",1
5728,"Bayesia System",413,2030669611.66232,"theta_1",1
5729,"Bayesia System",1273,5930750527.05961,"theta_1",1
5730,"Bayesia System",335,1551954487.14621,"theta_1",1
5731,"Bayesia System",1490,6842652274.44723,"theta_1",1
5732,"Bayesia System",637,2858754570.75731,"theta_1",1
5733,"Bayesia System",855,3803091041.20642,"theta_1",1
5734,"Bayesia System",1387,6222170726.26366,"theta_1",1
5735,"Bayesia System",379,1835653538.92366,"theta_1",1
5736,"Bayesia System",1497,6548738630.44213,"theta_1",1
5737,"Bayesia System",140,528800940.019823,"theta_1",1
5738,"Bayesia System",18,51526612.655114,"theta_1",1
5739,"Bayesia System",196,812714594.16686,"theta_1",1
5740,"Bayesia System",527,2390554434.37252,"theta_1",1
5741,"Bayesia System",51,164031403.190159,"theta_1",1
5742,"Bayesia System",2304,10258830916.0693,"theta_1",1
5743,"Bayesia System",1584,6829647252.53308,"theta_1",1
5744,"Bayesia System",913,4046293203.76639,"theta_1",1
5745,"Bayesia System",286,1126525770.88199,"theta_1",1
5746,"Bayesia System",209,915148679.492955,"theta_1",1
5747,"Bayesia System",436,1914289122.03774,"theta_1",1
5748,"Bayesia System",1306,5392872628.5711,"theta_1",1
5749,"Bayesia System",724,3332267137.04532,"theta_1",1
5750,"Bayesia System",30,88533770.1043851,"theta_1",1
5751,"Bayesia System",48,178060384.997406,"theta_1",1
5752,"Bayesia System",3327,14643801701.1302,"theta_1",1
5753,"Bayesia System",1735,7530421365.89976,"theta_1",1
5754,"Bayesia System",687,2860746748.57173,"theta_1",1
5755,"Bayesia System",119,573868013.404797,"theta_1",1
5756,"Bayesia System",24,123393787.795887,"theta_1",1
5757,"Bayesia System",700,3319667617.23691,"theta_1",1
5758,"Bayesia System",1132,4798044459.94735,"theta_1",1
5759,"Bayesia System",121,691597465.561629,"theta_1",1
5760,"Bayesia System",280,1414291188.84031,"theta_1",1
5761,"Bayesia System",3087,13928890728.6515,"theta_1",1
5762,"Bayesia System",680,2829991591.06833,"theta_1",1
5763,"Bayesia System",311,1302767092.9623,"theta_1",1
5764,"Bayesia System",2301,10438297559.7725,"theta_1",1
5765,"Bayesia System",10,13500991.8240994,"theta_1",1
5766,"Bayesia System",346,1309966268.61594,"theta_1",1
5767,"Bayesia System",487,2193840060.31684,"theta_1",1
5768,"Bayesia System",2160,9797542631.49878,"theta_1",1
5769,"Bayesia System",781,3260690306.96746,"theta_1",1
5770,"Bayesia System",637,2730354603.82316,"theta_1",1
5771,"Bayesia System",477,1990638024.06342,"theta_1",1
5772,"Bayesia System",1927,7872612217.15194,"theta_1",1
5773,"Bayesia System",610,2605844086.64735,"theta_1",1
5774,"Bayesia System",487,2127649950.81409,"theta_1",1
5775,"Bayesia System",778,3315611260.18745,"theta_1",1
5776,"Bayesia System",2772,12546978294.9871,"theta_1",1
5777,"Bayesia System",1364,6448493943.5834,"theta_1",1
5778,"Bayesia System",25,120463480.609413,"theta_1",1
5779,"Bayesia System",533,2468554270.39963,"theta_1",1
5780,"Bayesia System",884,3563068528.28159,"theta_1",1
5781,"Bayesia System",1748,7717085856.49384,"theta_1",1
5782,"Bayesia System",1594,6854493020.4502,"theta_1",1
5783,"Bayesia System",6579,28736961535.4303,"theta_1",1
5784,"Bayesia System",69,247718164.872292,"theta_1",1
5785,"Bayesia System",1661,7578812143.07428,"theta_1",1
5786,"Bayesia System",1401,6205743809.928,"theta_1",1
5787,"Bayesia System",1280,5512485685.22853,"theta_1",1
5788,"Bayesia System",1565,6724908324.45829,"theta_1",1
5789,"Bayesia System",544,2526407845.80594,"theta_1",1
5790,"Bayesia System",861,3668468790.87062,"theta_1",1
