"sim","Bayesia System","Helionis Cluster","Oryn Delta"
3468,252336.84,668892.3,141495.99
3469,289667.34,764386.64,189633.87
3470,256908.51,705922.8,241630.57
3471,283901.46,669156.67,210301.05
3472,462586.53,975298.69,224198.36
3473,395179.46,780919.04,182485.65
3474,420871.8,823422.05,202559.13
3475,403407.67,802077.44,236687.12
3476,421849.55,845761.19,164092.57
3477,277485,864655.99,162591.76
3478,352266.1,684574.51,249200.75
3479,468757.08,599116.19,209101.08
3480,311081.85,721256.41,281497.03
3481,412327.48,802598.73,182605.72
3482,381164.29,807056.68,259347.8
3483,411106.63,1047547.34,343081.97
3484,401617.31,764604.57,227729.3
3485,335886.64,618105.79,315977.34
3486,320449.33,770965.58,179739.17
3487,315321.8,867969.88,169362.28
3488,357419.95,657648.49,209895.07
3489,275983.22,714274.54,175971.47
3490,416644.7,730316.53,227590.92
3491,514049.9,827947.26,229366.27
3492,409172.18,821110.74,243637.94
3493,298177.7,782172.55,232367.11
3494,293150.07,786877.53,221536.28
3495,354882.2,776258.81,205602.51
3496,400560.93,663682.65,206277.39
3497,301746.17,663457.1,205289.05
3498,346918.51,808284.02,240022.08
3499,478159.42,690712.92,208268.27
3500,399985.46,690646.75,227260.58
3501,278419.3,892022.52,258348.85
3502,384532.9,759952.05,246238.96
3503,390435.22,814486.25,203019.65
3504,348370.21,597833.89,272914.18
3505,447496.56,610335.08,299827.98
3506,343370.76,892456.23,315127.9
3507,379995.81,837885.09,255295.4
3508,443661.63,896281.22,300400.51
3509,352085.16,685370.21,243621.2
3510,515454.49,919269.49,203525.14
3511,495078.69,677555.11,204619.97
3512,380085.33,889437.56,218943.46
3513,374998.1,756661.35,322078.59
3514,310661.05,617786.16,201087.66
3515,407211.55,883024.43,196264.06
3516,392287.79,875047.88,269353.87
3517,283536.48,816763.52,332499.92
3518,308771.13,681017.2,280182.87
3519,330326.79,903045.81,205157.67
3520,451098.56,807779.69,180860.23
3521,360612.49,923866.62,351081.06
3522,283365.68,984039.28,356695.82
3523,343050.83,926103.93,284003.08
3524,330586.18,719764.99,170232.05
3525,313062.71,782121.79,274068.41
3526,446622.45,710241.94,251259.41
3527,315719.24,736019.73,160406.57
3528,414377.97,709243.41,274056.67
3529,346897.23,732033.6,262145.49
3530,399843.5,753095.76,305229.47
3531,321485.32,714046.12,228657.85
3532,554660.78,752123.36,218190.95
3533,318530.16,640252.8,276486.19
3534,296666.25,1017235.77,175743.97
3535,328500.92,769694.46,273774.2
3536,325359.66,757016.48,231066.92
3537,327666.43,1040017.69,226994.32
3538,461965.48,867368.1,297008.62
3539,508635.27,672517.96,176031
3540,337339.41,650282.37,184411.53
3541,383003.93,831987.19,173717.88
3542,296939.84,927855.28,323727.27
3543,320986.98,814346.15,179363.78
3544,377947.67,754857.34,284019.71
3545,310401.07,812696.54,150280.8
3546,333533.99,669562.58,291053.9
3547,374248.77,689401.33,216764.72
3548,566914.68,861464.96,199866.81
3549,366113.75,677063.93,147906.39
3550,321199.66,672039.97,258411.14
3551,335833.92,757291.18,234614.26
3552,415391,792872.77,229468.9
3553,378455.3,804137.08,261399.87
3554,441640.36,897883.06,150321.97
3555,323882.61,727298.57,254036.21
3556,430317.52,777556.08,159837.23
3557,433864,736922.63,226634.87
3558,330414.46,811604.01,235280.04
3559,382517.67,1081370.25,190423.11
3560,425229.6,882288.43,175225.95
3561,387172.95,773308.14,210072.02
3562,333584.71,807294.79,228843.84
3563,367158.69,660416.6,156804.74
3564,481106.82,681117.28,312205.25
3565,389893.73,675873.95,264813.99
3566,316638.32,855105.94,192753.21
3567,345241.5,692856.69,184341.5
3568,373594.93,782092.66,154716.88
3569,278045.97,831764.9,164086.67
3570,396676.12,818373.76,245602.81
3571,292912.3,905395.23,297847.85
3572,373724.75,739592.4,177664.31
3573,429441.28,659934.34,157698.92
3574,305075.65,890651.08,286593.14
3575,313996.69,863340.12,191516.37
3576,476145.95,901648.05,198981.11
3577,450140.28,668708.59,279109.57
3578,356351.66,756236.25,157360.64
3579,350865.27,747448.35,254504.51
3580,387378.71,878376.83,210849.62
3581,375616.27,767054.56,272315.32
3582,422237.85,723777.59,256694.72
3583,358116.37,745863.97,300063.95
3584,411679.75,833242.49,245193.89
3585,362389.3,797893.73,284786.56
3586,399243.31,735516.6,165588.33
3587,407356.8,779346.59,392934.21
3588,334152.31,684656.52,260215.27
3589,298841.01,811389.84,289189.98
3590,256129.85,801267.86,190274.04
3591,411986.51,751810.66,242542.85
3592,303796.88,673495.71,277145.27
3593,311132.15,736075.01,279780.36
3594,327284.76,672686.5,243636.82
3595,403962.74,786258.88,253042.77
3596,279149.07,819349.45,262692.49
3597,254391.44,775850.1,187650.7
3598,412883.75,772925.62,177853.43
3599,319589.71,735046.39,213192.03
3600,294131.56,971982.55,178933.24
3601,360941.74,977672.68,225043.28
3602,430887.44,784324.74,178137.7
3603,452823.83,766311.18,293256.52
3604,300992.83,706110.9,309283.3
3605,373237.21,800691.19,165576.71
3606,358088.98,753839.52,266707.58
3607,549337.62,906655.85,210542.71
3608,349126.71,792931.1,175726.29
3609,299478.73,629242.93,310423.13
3610,382518.48,870167.35,205607.47
3611,284679.66,711436.79,263171.96
3612,339633.45,832892.49,191048.8
3613,375867.13,707434.06,156713.37
3614,402808.89,801560.81,425884.6
3615,265196.37,693143.23,193904.47
3616,415468.65,940399.74,283156.44
3617,402571.51,862137.17,186517.8
3618,289368.65,925810.3,221796.66
3619,365583.32,887942.4,279632.35
3620,425088.97,743574.11,225697.62
3621,378315.99,867900,258062.14
3622,320574.39,741421.85,209825.15
3623,309749.59,795088.93,231168.85
3624,379130.11,655745.14,239558.05
3625,550958.15,821229.07,218947.48
3626,377497.71,652336.54,220230.08
3627,328012.64,727334.56,230059.42
3628,346883.98,742490.5,307544.23
3629,291048.17,724268.3,214447.19
3630,330492.22,749077.48,250792.75
3631,308421.05,643469.07,430965.32
3632,402872.66,691930.58,215830.68
3633,328106.1,949298.85,183945.67
3634,477902.63,773765.61,193540.03
3635,368103.27,785673.5,197026.52
3636,423232.78,1051412.82,257642.21
3637,338785.19,634137.6,285712.59
3638,385763.81,843831.48,183753.58
3639,316596.26,591184.09,205136.65
3640,333461.9,692246.36,187817.34
3641,428468.46,786566.12,302736.46
3642,290831.61,953848.4,219966.75
3643,472068.86,820629.93,200405.42
3644,366042.92,709846.73,221142.12
3645,405870.11,752232.89,210432.56
3646,315543.01,831704.51,147633.26
3647,495950.22,692045.15,274353.18
3648,372657.13,973205.99,242032.46
3649,410444.79,795941.2,344102.64
3650,387589.72,844966.53,252286.35
3651,252579.17,858538.74,222476.93
3652,286375.28,610525.06,323386.7
3653,308871.62,637793.27,291010.73
3654,352329.33,783169.02,158030.03
3655,356275.27,830093.2,156287.84
3656,441567.08,647504.04,201848.2
3657,487939.85,775069.97,193229.68
3658,301053.52,1296745.99,211520.19
3659,417558.84,727140.62,339867.31
3660,363920.12,883808.73,196133.71
3661,359946.43,753521.24,222486.91
3662,564194.3,705093.6,184943.04
3663,675500.02,776644.37,132927.25
3664,317760.4,1111102.75,188062.44
3665,449816.1,864844.31,142901.03
3666,385177.78,709861.55,335228.67
3667,530763.85,698580.37,184661.17
3668,458066.27,736763.08,449499.71
3669,384521.93,911010.61,137086.71
3670,316521.44,754306.54,229807.11
3671,454823.07,743067.69,228794.87
3672,355524.05,792206.72,346977.12
3673,352695.1,835735.32,234986.73
3674,374028.46,678919.66,167903.34
3675,320034.93,918815.47,280854.83
3676,500847.98,881085.16,306238.04
3677,372580.97,615631.68,196876.27
3678,357192.16,704232.84,322479.15
3679,415544.47,795051.52,257017.82
3680,445740.16,631616.57,180930.85
3681,422381.71,817375.35,269851.86
3682,247879.81,942423.77,237058.36
3683,447320.59,701738.44,147924.76
3684,358440.4,818647.45,267594.86
3685,393705.82,818300.12,309233.46
3686,424476.71,869555.31,207582.24
3687,332937.92,827144.16,180613.18
3688,391173.89,853580.78,358287.29
3689,368030,777420.65,244019.76
3690,367643.62,770928.73,245817.56
3691,354223.5,738351.19,418885.26
3692,447836.07,877361.47,189021.85
3693,407460.16,885816.42,226744.76
3694,320759.3,663640.59,223002.56
3695,302847.3,936558.81,249180.97
3696,386451.72,743697.75,227465.59
3697,396946.07,943647.31,175215.2
3698,260251.8,825472.85,187845.07
3699,348427.39,879721.93,321816.34
3700,381653.33,920969.35,282102.08
3701,347162.95,617043.71,186616.66
3702,484312.5,715641,187958.72
3703,354390.34,670084.39,201853.51
3704,315024.49,679287.3,202702.05
3705,465016.14,926893.37,307723.08
3706,290521.78,1101809,184683.53
3707,307509.08,842710.3,189219.22
3708,496147.92,821880.71,218088.67
3709,290466.61,823147.59,264745.57
3710,421212.8,926761.86,307877.38
3711,391050.72,841223.01,350849.92
3712,437715.37,709823.75,275024.93
3713,274972.88,875204.46,199655.47
3714,422295.3,788759.34,202506.25
3715,356378.25,755451.4,240222.18
3716,350847.71,963579.01,216191.52
3717,345644.2,750177.65,247966.55
3718,411320.13,837556.22,191231.5
3719,410071.85,675424.9,274673.64
3720,303486.7,886836.05,392709.29
3721,348383.88,1008751.21,176529.63
3722,387128.34,845559.49,237012.95
3723,275702.58,693861.55,214845.46
3724,404490.57,714003.72,202007.41
3725,377333.04,850067.78,182578.18
3726,365211.76,796785.53,147348.24
3727,406163.34,824443.15,421479.73
3728,371466.48,987786.05,340210.76
3729,325665.26,778060.11,155493.21
3730,377779.96,761891.92,249925.62
3731,383036.06,799785.7,262117.78
3732,323474.23,740036.95,205977.43
3733,379986.23,979005.78,394701.96
3734,424653.1,963912.31,170453.62
3735,323538.29,635556.84,190038.68
3736,383239.43,711844.92,320496.08
3737,285758.18,866040.85,181408.48
3738,374481.46,988621.9,179781.87
3739,393692.83,883109.81,214283.36
3740,382648.59,845889.12,340424.97
3741,437089.34,739809.73,323053.58
3742,366640.2,1097233.95,342201.37
3743,344086.58,741315.35,250179.39
3744,336757.42,776276.48,233154.97
3745,373788.18,664527.43,260170.75
3746,281665.33,792562.92,173935.76
3747,474931.18,678483.5,234016.54
3748,397391.93,727383.86,230924.47
3749,398361.01,721558.27,226276.49
3750,337404.68,924237.69,166955.96
3751,517843.56,814733.88,272789.93
3752,360644.2,784975.7,173556.67
3753,396071.14,792992.48,182115.21
3754,394940.78,853530.74,219517.82
3755,444776.21,684847.43,209247.72
3756,428541.76,746939.08,182582.32
3757,360886.99,756901.51,190915.09
3758,277221.43,713986.74,178701.56
3759,289403.72,786604.28,298534.17
3760,336215.61,854797.11,211725.01
3761,348308.24,805914.04,231653.7
3762,363903.88,881417.21,190603.83
3763,346578.25,816716.42,218305.24
3764,286041.49,911813.5,224853.34
3765,327170.37,904337.34,162103.98
3766,384804.67,844431.35,338481.33
3767,377650.83,737546.31,295505.57
3768,396812.81,699724.16,168770.39
3769,373345.33,866024.47,207603.02
3770,327955.65,809412.33,181639.83
3771,427393.19,765926.19,289224.49
3772,356378.29,766665.53,203289.69
3773,346567.44,648222.13,202930.07
3774,368510.51,996015.42,320358.39
3775,329647.59,781646.72,240649.54
3776,511776.42,1074413.99,267768.87
3777,428544.94,533920.4,199895.69
3778,390268.83,851052.06,242443.75
3779,332465.91,708035.72,199331.72
3780,537542.35,628970.75,222937.34
3781,290195.84,673990.38,187836.26
3782,287768.12,783134.75,189397.3
3783,309385.7,777140.6,250735.3
3784,403385.46,550449.78,302996.51
3785,377294.6,615159.74,305084.08
3786,427972.16,774930.69,341351.1
3787,338097.04,807295.53,271454.22
3788,276475.07,695182.73,266315.36
3789,386899.81,773055.14,187893.87
3790,348359.85,689937.59,206100.99
3791,332386.7,635274.62,265063.24
3792,299009.93,738336.87,235612.82
3793,334012.69,882816.99,239323.12
3794,328017.72,720167.76,267588.55
3795,402797.43,763821.41,228102.07
3796,366165.27,781128.3,185916.5
3797,374386.73,813211.49,174360.72
3798,419356.63,972580.02,159361.93
3799,380370.89,847066.58,152668.42
3800,487013.24,845820.29,223006.3
3801,486632.1,650014.36,220345.67
3802,452026.12,710595.58,235652.86
3803,330564.47,763652.91,214736.12
3804,412343.31,589735.85,224869.14
3805,432565.2,713771.23,201348.53
3806,317363.59,758503.68,436522.24
3807,444972.03,756481.79,352891.08
3808,338237.32,809989.64,148117.07
3809,442942.93,743359.31,197986.81
3810,340251.71,745273.03,250297.8
3811,339705.15,1120737.56,321384.42
3812,386914.13,775432.96,205708.63
3813,505033.63,723569.23,262969.94
3814,396863.59,718599.23,277750.25
3815,368016.52,793887.2,211596.62
3816,351631.08,883215.53,282688.69
3817,441696.94,761508.02,277850.87
3818,325342.53,721183.22,217171.19
3819,454902.6,909122.12,277871.01
3820,325347.5,795388.5,198173.7
3821,392247.98,771741.82,199089.55
3822,561361.48,773702.8,232823.15
3823,338394.4,749952.74,183031.18
3824,336149.77,634907.95,170144.29
3825,362485.32,709289.52,324618.86
3826,401587.99,819978.88,221668.5
3827,352291.11,834932.31,279558.71
3828,417654.8,826506.13,190049.71
3829,288512.62,680351.95,264598.09
3830,390062.86,828830.48,226595.27
3831,356039.39,893298.87,170706.9
3832,309547.95,777112.47,387267.53
3833,443293.35,882715.89,190229.02
3834,401445.62,769126.12,184181.62
3835,464763.13,752840.57,193659.35
3836,304241.3,698817.33,195483.79
3837,450916.15,759730.03,215909.76
3838,412882.68,806877.33,255397.79
3839,336915.63,674850.85,243170.07
3840,389823.43,877576,249604.06
3841,347850.51,674887.42,316150.22
3842,318544.65,818117.27,152842.28
3843,389662.09,740530.05,246096.12
3844,361492.21,856140.39,294967.33
3845,306272.92,722237.56,270339.08
3846,346464.59,965418.48,172199.64
3847,408306.63,887661.82,191097.24
3848,433225.22,826920.29,342755.07
3849,340751.42,726834,213587.07
3850,326303.99,652400.02,200418.01
3851,392222.43,699196.36,109536.95
3852,408174.41,673679.97,234998.52
3853,296635.51,794330.24,182538.74
3854,393546.48,991747.49,234702.47
3855,359476.69,743311.97,193731.89
3856,357472,824985.01,232616.4
3857,406096.11,960560,238022.13
3858,438231.4,864098.7,240270.56
3859,309896.07,682081.53,173743.24
3860,368041.43,844752.93,243725.59
3861,350187.26,780937.27,226997.11
3862,422062.7,900726.89,213875.24
3863,405658.04,649142.21,299199.59
3864,343198.06,899161.55,221346.99
3865,385043.22,805212.19,261298.26
3866,324725.52,734395.03,148518.13
3867,413292.57,790082.53,317515.72
3868,354715.79,689196.53,214183.51
3869,326924.24,917355.99,207640.36
3870,335412.08,662598.36,189074.85
3871,363813.43,972335.63,191688.8
3872,418707.89,633932.89,184738.47
3873,349218.63,765010.39,285936.13
3874,412581.6,757953.96,253351.7
3875,276534.52,717842.16,207853.78
3876,373941.76,976633.74,234672.3
3877,371881.53,712930.47,257289.27
3878,409567.39,682774.84,293994.03
3879,338026.58,695805.01,171804.73
3880,389564.48,784099.49,172732.04
3881,393342.83,720698.27,260517.11
3882,356120.88,793144.35,185025
3883,330137.02,629036.38,198977.94
3884,324911.64,816819.09,262367.04
3885,439025.71,830323.41,191024
3886,319038.89,867321.59,181721.85
3887,476747.2,853797.32,220616.4
3888,357473.13,760010.43,180384.44
3889,432505.41,820237.65,432660.4
3890,420217.56,835983.58,337184.2
3891,305609.72,657700.59,207007.37
3892,316192.98,867140.59,246058.6
3893,529518.76,898774.83,223176.93
3894,305970.22,675651.23,224487.05
3895,371436.31,572988.46,200930.66
3896,378689.43,946496.5,232920.3
3897,563234.84,881531.68,230768.56
3898,380330.19,798713.98,221751.89
3899,480878.44,814083.15,364370.37
3900,321744.65,649937.3,245299.38
3901,379159.81,846841.84,180104.1
3902,391354.84,759859.75,292426.13
3903,285724.64,743025.76,228681.81
3904,459020.52,688771.93,262928.95
3905,266789.27,758534.01,211506.53
3906,342479.52,950672.98,273985.75
3907,319316.18,851723.05,433886.62
3908,325300.58,732002.16,180190.34
3909,258614.92,794179.13,240290.18
3910,274877.52,789850.15,179126.67
3911,492923.73,763807.71,205512.45
3912,403845.88,766427.53,268688.28
3913,404679.4,781752.97,374011.56
3914,332697.48,885602.93,237224.19
3915,284507.75,852164.3,312665.35
3916,347704.09,630195.98,503573.34
3917,336533.77,865416.87,354510.35
3918,428792.15,705996.26,259978.92
3919,427767.87,752034.27,145136.39
3920,400619.6,704800.13,266463.09
3921,460758.68,963899.87,210147.39
3922,363792.47,764981.08,398837.9
3923,491802.16,663921.05,215984.38
3924,379319.84,812984.19,279235.92
3925,360432.32,1037501.51,295299.16
3926,299814.45,816156.36,207405.47
3927,377304.67,875962.67,203974.88
3928,378546.97,685292.72,317603.74
3929,397416.15,753756.75,224147.79
3930,349777.84,652727.56,280424.62
3931,363007.78,815984.67,158707.73
3932,355601.5,837735.13,198034.97
3933,345203.33,748351.06,251068.29
3934,292476.26,735717.05,223775.7
3935,265339.28,915891.65,194658.29
3936,416225.55,764550.59,327954.08
3937,391651.47,806381.07,147992.4
3938,408947.48,802657.51,243440.14
3939,282603.06,772789.24,248790.78
3940,276963.12,841273.19,271871.07
3941,339448.64,736910.76,235759.14
3942,343353.93,829609.42,264991.66
3943,415745.01,850969.67,139980.55
3944,509800.02,1059684.08,191363.12
3945,577349.71,626930.24,234699.68
3946,463289.08,939894.46,209457.74
3947,419992.7,843426.47,256757.53
3948,391009.32,772123.23,317872.23
3949,386865.32,801562.91,247385.72
3950,427202.38,666279.33,312852.71
3951,266128.62,865848.41,407458.03
3952,334463.98,710830.02,248133.36
