"sim","Field Operations","Heavy Operations","Office/Admin","Technical"
3577,499073.76,393553.32,36600.26,468731.1
3578,360307.71,356329.73,29128.84,524182.27
3579,459174.94,459427.3,28358.66,405857.22
3580,429545.72,484534.65,17827.1,544697.69
3581,407127.39,474455.55,21150.25,512252.97
3582,420840.78,554742.62,33806.44,393320.31
3583,427801.78,480150.07,60485.02,435607.43
3584,521444.57,533276.61,42249.78,393145.15
3585,502507.41,497898.63,30131.36,414532.19
3586,435970.04,402011.42,86910.67,375456.11
3587,551878.15,427082.91,153761.69,446914.86
3588,354003.71,456500.73,39958.2,428561.46
3589,431031.05,456625.34,40224.7,471539.74
3590,389987.26,435041.83,35271.95,387370.71
3591,474631.55,482732.82,63349.91,385625.73
3592,380657.03,391393.84,26193.07,456193.92
3593,481827.92,457641.17,42395.56,345122.87
3594,418018.38,471784.53,25859.4,327945.78
3595,426319.8,547609.76,41102.63,428232.2
3596,410032.19,526351.33,30484.48,394323
3597,342431.29,391865.17,47861.1,435734.68
3598,523150.78,415310.15,35426.34,389775.53
3599,357245.18,384514.37,89552.21,436516.38
3600,401088.31,404365.38,55930.57,583663.1
3601,536372.24,467592.74,29942.1,529750.61
3602,532859.5,417927.55,67451.2,375111.63
3603,491588.5,529332.94,46708.42,444761.67
3604,416546.29,404834.62,22884.51,472121.61
3605,377382.62,390998.67,29834.54,541289.28
3606,384300.39,429773.36,55115.92,509446.42
3607,556505.53,530457.16,33767.54,545805.97
3608,424816.5,437842.06,61275.77,393849.77
3609,435911.4,353373.83,66429.26,383430.29
3610,380624.84,484210.85,46900.72,546556.9
3611,418564.1,399155.91,41145.27,400423.14
3612,367538.01,373647.89,64030.18,558358.66
3613,346509.08,404034.05,23904.96,465566.47
3614,595866.24,400399.45,105045.71,528942.9
3615,323572.2,383126.1,40388.3,405157.47
3616,374180.69,574210.78,51777.38,638855.97
3617,398541.25,511682.26,62439.65,478563.32
3618,402662.63,501813.82,53878.08,478621.08
3619,545038.41,470440.79,39672.79,478006.09
3620,462444.17,425920.65,23858.51,482137.37
3621,390262.03,617804.54,42272.01,453939.54
3622,487240.61,409869.46,45046.33,329665
3623,447638.05,480428.88,45692.91,362247.53
3624,426056.86,357542.12,60564.95,430269.36
3625,577700.16,514841.66,23164.92,475427.97
3626,434436.54,466718.91,42859.44,306049.45
3627,329079.19,456471.31,30270.99,469585.13
3628,441946.73,479764.63,52808.72,422398.63
3629,396209.35,451666.6,34918.64,346969.06
3630,441998.4,458943.39,56064.67,373355.98
3631,371060.66,510636.38,83980.59,417177.8
3632,421946.86,501395.63,43852.95,343438.48
3633,578348.51,393648.51,68280.75,421072.85
3634,502342,345319.18,31190.47,566356.61
3635,408200.04,472036.63,46411.4,424155.22
3636,439369.1,636327.3,50269.35,606322.04
3637,401203.36,446004.84,30670.2,380756.99
3638,432589.75,451701.8,39557.93,489499.39
3639,372400.28,381887.73,20284.41,338344.58
3640,398707.57,394441.99,43885.13,376490.92
3641,487698.87,465298.16,44297.64,520476.39
3642,328279.03,511847.52,53679.67,570840.54
3643,444613.84,592740.2,35213.59,420536.58
3644,376943.19,479379.31,41882.22,398827.05
3645,475399.66,456649.69,64577.45,371908.76
3646,444463.28,446466.58,32066.22,371884.7
3647,470020.46,494009.56,43695.05,454623.47
3648,447364.21,585720.09,19111.07,535700.21
3649,421808.29,577059.6,53392.22,498228.5
3650,545905.76,415362,65950.99,457623.85
3651,421887.67,405792.17,40377.78,465537.21
3652,406125.87,441348.51,41548.75,331263.91
3653,453672.76,365125.81,24266.38,394610.66
3654,303896.04,497823.86,95076.07,396732.41
3655,367423.89,452589.47,41431.72,481211.23
3656,409349.24,455971.97,39580.52,386017.59
3657,489559.71,478315.52,77718.55,410645.74
3658,606126.37,682310.31,27283.46,493599.56
3659,536239.11,415172.6,37962.59,495192.47
3660,483151.51,480795.31,61763.3,418152.44
3661,423670.09,437991.68,38011.28,436281.52
3662,408936.18,507758.66,53450.22,484085.88
3663,507533.27,513175.42,29221.22,535141.73
3664,435339.7,569290.6,58884.3,553411
3665,447274.9,513260.32,40014.71,457011.51
3666,396626.32,450390.51,37509.31,545741.87
3667,434171.46,472081.65,175612.74,332139.55
3668,711538.47,460851.12,19201.92,452737.55
3669,487571.06,408898.85,62697.85,473451.49
3670,394150.6,446151.96,56070.27,404262.26
3671,507323.92,489303.61,29018.07,401040.03
3672,475785.61,405706.91,33247.98,579967.39
3673,453817.91,492003.36,50219.91,427375.98
3674,356538.68,418906.53,31118.58,414287.67
3675,491521.18,554903.37,43844.73,429435.94
3676,530978.68,491714.58,80778.17,584699.75
3677,377227.67,356233.94,31913.41,419713.9
3678,519609.45,451444.54,21237.55,391612.62
3679,410080.61,543917.73,67721.51,445893.95
3680,381417.93,431491.26,37127.38,408251.01
3681,536790.57,456604.53,39804.76,476409.05
3682,484528.46,403703.36,48554.54,490575.59
3683,482319.64,426109.91,41314.69,347239.55
3684,472158.43,527959.96,34421.8,410142.53
3685,475273.16,453242.11,42512.14,550212
3686,431754.92,484704.79,148577.8,436576.75
3687,368454.88,541613.82,42337.89,388288.66
3688,632800.36,449314.98,19622.52,501304.1
3689,425363.31,429690.46,27479.65,506936.99
3690,528146.36,469771.41,22015.92,364456.22
3691,452078.84,515153.87,103302.86,440924.38
3692,517963.33,438846.43,50126.36,507283.28
3693,565676.37,476515.65,20715.73,457113.6
3694,340207.65,464270.07,48983.68,353941.04
3695,571975.55,370591.39,59577.59,486442.55
3696,478515.24,494182.46,44109.02,340808.34
3697,454133.78,471408.99,28918.63,561347.17
3698,424118.68,400355.72,66436.17,382659.16
3699,462314.21,516750.99,31854.18,539046.28
3700,448292.47,542364.06,86190.56,507877.66
3701,381497.08,415802.37,49879.86,303644.02
3702,341544.42,444324.28,52178.95,549864.58
3703,371819.6,404873.46,54972.43,394662.76
3704,455664.45,389127.48,50584.65,301637.26
3705,437383.42,781288.88,43373.93,437586.37
3706,476999.7,435678.04,42081.85,622254.73
3707,484135.3,489625.81,13341.01,352336.48
3708,475242.58,599090.1,58378.65,403405.97
3709,492709.53,380144.72,77398.23,428107.29
3710,527807.13,563812.25,170152.55,394080.12
3711,520838.04,470619.94,31390.3,560275.36
3712,468048.07,499741.64,37756.37,417017.97
3713,341627.13,453771.29,48258.1,506176.29
3714,520188.71,416729.6,60825.17,415817.4
3715,438962.23,449652.3,70938.26,392499.05
3716,386240.37,501082.11,55835.59,587460.17
3717,465698.22,348653.99,55048.92,474387.28
3718,463211.34,349920.65,41952.48,585023.38
3719,574030.07,389858.34,36772.42,359509.57
3720,417849.82,567879.68,40931.66,556370.88
3721,478895.64,469406.26,34865.77,550497.05
3722,474322.3,495706.61,148507.3,351164.58
3723,321375.69,443687.67,55743.88,363602.36
3724,384618.38,500204.63,47108.62,388570.07
3725,475222.94,437763.68,30721.3,466271.08
3726,436536.63,362019.11,21672.61,489117.17
3727,364904.2,454898.23,30974.11,801309.67
3728,480987.52,660132.21,53966.41,504377.15
3729,396610.13,386950.13,40554.56,435103.77
3730,357345.04,458329.52,39426.79,534496.17
3731,562739.63,459774.32,29922.17,392503.42
3732,407612.72,403973.53,39871.66,418030.7
3733,618810.88,642538.97,59964.97,432379.15
3734,392245.96,482870.74,26387.87,657514.47
3735,401321.29,388785.27,53106.12,305921.14
3736,492267.66,415626.3,30316.58,477369.89
3737,296673.82,379051.81,53920.35,603561.53
3738,487864.88,545195.96,48860.7,460963.69
3739,563891.64,479335.69,13972.25,433886.42
3740,443185.68,727642.85,32208.63,365925.52
3741,520790.88,376321,63176.04,539664.72
3742,484833.22,570139.43,95013.71,656089.16
3743,506041.85,411286.51,32019.79,386233.18
3744,457762.42,452770.12,33410.03,402246.3
3745,421573.66,426351.34,53880.09,396681.27
3746,401717.99,463636.35,25199.91,357609.76
3747,456548.18,587303.06,29505.94,314074.03
3748,438563.4,501343.65,38320.53,377472.69
3749,433723.64,479755.93,60551.17,372165.04
3750,370685.9,396828.74,25171.54,635912.15
3751,569556.5,455123.62,177250.96,403436.29
3752,371396.63,432975.34,21404.36,493400.24
3753,540322.13,411234.16,52723.61,366898.94
3754,519564.74,352739.61,48377.93,547307.06
3755,464224.27,390780.46,56209.72,427656.91
3756,406186.95,505862.68,25446.42,420567.12
3757,462081,405865.43,19466.95,421290.21
3758,424123.19,382071.35,32903,330812.2
3759,417530.52,415178.43,57092.25,484740.96
3760,373212.51,475938.77,40643.79,512942.66
3761,459345.49,472083.71,35018.66,419428.12
3762,418535.93,443334.97,112332.78,461721.24
3763,458067.49,360029.26,29856.82,533646.35
3764,480412.97,486322.8,42306.08,413666.46
3765,382712.66,377139.17,34695.63,599064.23
3766,468442.87,463842.5,53997.31,581434.67
3767,444805.71,412119.89,43092.37,510684.74
3768,453212.75,365290.32,55092.4,391711.9
3769,465324.22,560795.83,73612.39,347240.38
3770,410243.57,523796.18,23255.68,361712.38
3771,428746.18,544778.69,60100.59,448918.41
3772,413060.47,450571.44,18457.3,444244.3
3773,414929.19,389897.93,48514.52,344377.99
3774,539372.6,530442.91,163008.09,452060.71
3775,462201.44,399443.52,55540.44,434758.44
3776,632374.49,634694.91,57695.17,529194.71
3777,365173.51,421814.52,44982.02,330390.98
3778,431189.37,413939.59,20293.12,618342.55
3779,490825.29,317401.11,50782.62,380824.33
3780,366286.07,488849.83,201677.46,332637.08
3781,333472.92,383974.71,18559.47,416015.37
3782,333557.65,454672.29,12370.84,459699.4
3783,484361.78,433611.95,41264.93,378022.94
3784,490429.09,350298.57,52943.75,363160.34
3785,483261.8,374977.56,40122.04,399177.03
3786,478571.06,434484.38,73384.93,557813.58
3787,373052.17,400231.15,38839.9,604723.57
3788,391182.15,428444.8,45138.85,373207.36
3789,409843.5,510122.31,32780.43,395102.59
3790,497471.12,332205.04,60121.4,354600.87
3791,367368.3,449128.33,29491.74,386736.19
3792,458445.1,411526.36,33613,369375.15
3793,548392.09,446681.02,22828.12,438251.57
3794,306043.44,486717.3,45482.14,477531.15
3795,429246.98,479499.87,65567.91,420406.15
3796,439141.3,443667.91,61057.37,389343.49
3797,384135.18,394068.9,25375.03,558379.84
3798,422716.34,504525.84,70529.34,553527.06
3799,487998.75,382879.76,71114.67,438112.7
3800,399551.62,606455.41,74516.72,475316.07
3801,515225.93,308473,92339.54,440953.66
3802,502555.31,462907.98,32111.77,400699.5
3803,423183.44,432888.98,31188.74,421692.34
3804,431480.41,386469.18,70862.55,338136.15
3805,427659.26,427395.53,55325.06,437305.12
3806,539793.63,464518.76,43388.66,464688.46
3807,379112.29,515815.74,35867.58,623549.3
3808,433426.29,435982.79,31705.33,395229.63
3809,384777.35,498747.14,16831,483933.56
3810,497043.19,444450.89,59678.07,334650.39
3811,501830.57,479780.01,187409.28,612807.26
3812,368230.01,579543.63,33467.97,386814.11
3813,570240.72,454938.47,25471.48,440922.13
3814,481446.59,432222.77,47437.82,432105.89
3815,446911.25,418076.49,47205.22,461307.39
3816,589575.48,397384.35,58590.52,471984.95
3817,573756.12,387114.73,55457.2,464727.78
3818,440934.17,402947.33,20821.83,398993.61
3819,460458.35,591175.29,40411.99,549850.11
3820,455471.08,486809.48,34824.96,341804.19
3821,426314.73,486927.35,73672.4,376164.87
3822,424528.33,616623.55,29738.01,496997.56
3823,426330.02,456496.36,22100.66,366451.28
3824,335506.72,356294.97,29567.12,419833.21
3825,475710.53,363057.41,30312.23,527313.53
3826,515167.77,460208.87,44273.17,423585.57
3827,438598.39,530048.58,29474.67,468660.49
3828,561697.46,401591.22,36880.65,434041.31
3829,357801.34,395505.25,52777.11,427378.95
3830,562700.57,445637.44,34500.66,402649.92
3831,485362.29,390529.63,87181.58,456971.66
3832,405376.58,612395.6,55270.87,400884.89
3833,491009.19,439243.57,39458.55,546526.95
3834,360085.74,450263.21,76657.34,467747.07
3835,539356.54,418901.14,26014.8,426990.56
3836,420999.44,450844,17769.03,308929.94
3837,512767.77,438592.66,28245.35,446950.17
3838,530864.34,470882.64,93210.85,380199.97
3839,432613.31,416484.49,31402.49,374436.26
3840,547457.39,393299.81,37198.46,539047.82
3841,456004.26,474353.1,39314.7,369216.09
3842,348687.99,480433.58,25137.36,435245.28
3843,453147.75,489275.13,38988.57,394876.81
3844,486077.54,506288.82,41464.92,478768.65
3845,441059.6,432630.67,42801.96,382357.33
3846,470828.28,427121.36,65031.74,521101.33
3847,421653.98,481397.88,100485.81,483528.01
3848,562990.81,458762.17,47562.6,533585.01
3849,358374.27,444894.58,31960.26,445943.38
3850,394996.55,400741.26,41362.24,342021.97
3851,389887.38,382505.31,35819.59,392743.46
3852,446482.37,376591.47,67638.63,426140.43
3853,389317.14,450381.03,34992.48,398813.83
3854,620834.13,421088.56,15007.3,563066.45
3855,396453.18,463713.68,31426.32,404927.36
3856,458757.12,419005.01,27193.41,510117.85
3857,405190.03,617222.77,66924.77,515340.69
3858,530510.12,461059.82,101216.89,449813.82
3859,362242.88,387454.8,42249.31,373773.85
3860,525013.27,431294.78,41072.22,459139.67
3861,373044.91,507488.2,27119.79,450468.76
3862,484289.04,519619.64,107639.03,425117.12
3863,371113.54,385305.99,50678.08,546902.23
3864,468453.34,408275.77,59017.78,527959.72
3865,373593.18,487323.93,47208.09,543428.47
3866,379644.2,466426.48,12774.05,348793.94
3867,492117.57,415629.82,50904.03,562239.41
3868,460703.69,416857.48,39740.64,340794.02
3869,529016.48,410777.45,41446.15,470680.51
3870,372023.91,334174.4,46493.69,434393.28
3871,531729.49,399326.01,42390.71,554391.66
3872,411922.71,403430.92,32716.93,389308.69
3873,443802.96,420771.16,37761.77,497829.25
3874,408485.69,467217,130789.89,417394.68
3875,374639.31,440771.56,31220.49,355599.1
3876,397845.18,535248.48,89037.81,563116.34
3877,448930.13,490574.04,43144.1,359453.01
3878,425431.45,500921.26,34528.02,425455.55
3879,405262.3,422909.51,39888.85,337575.67
3880,389229.73,535239.89,53233.44,368692.95
3881,501035.88,443523.59,28643.05,401355.69
3882,482350.02,444458.67,39326.52,368155.01
3883,349342.36,399836.69,23576.37,385395.92
3884,468114.56,477121.66,60483.3,398378.25
3885,427175.79,404755.22,98053.45,530388.66
3886,352403.13,573360.26,13973.8,428345.15
3887,401550.41,353161.34,57024.34,739424.84
3888,405428.16,383191.27,44569.94,464678.64
3889,482728.09,611616.44,17080.25,573978.68
3890,484936.69,505480.02,66895.68,536072.95
3891,404240.06,337628.25,37940.89,390508.48
3892,484849.32,439505.76,42660.29,462376.81
3893,459871.55,484483.95,44648.46,662466.56
3894,383077.08,393087.15,51081.93,378862.33
3895,354559.09,352096.9,56197.92,382501.52
3896,512696.95,510933.34,56105.09,478370.86
3897,456707.39,674692.56,81240.2,462894.94
3898,467082.93,398726.84,41269.25,493717.05
3899,487098.02,612609.41,46667.96,512956.57
3900,395002.94,426367.41,32808.22,362802.76
3901,519535.54,355863.96,57034.53,473671.71
3902,396064.99,570913.7,64919.28,411742.75
3903,392599.55,479551.38,41112.68,344168.6
3904,330311.25,482263.82,51890.86,546255.48
3905,335045.97,371066.44,39078.93,491638.48
3906,625499.06,463152.4,26016.76,452470.03
3907,662735.19,611199.88,40705.4,290285.38
3908,340855.9,482435.75,42170.11,372031.3
3909,402511.84,476536.97,42097.52,371937.89
3910,454602.84,346309.65,52009.88,390931.96
3911,508304.16,429082.05,176878.77,347978.92
3912,501971.66,488230.18,47042.45,401717.41
3913,506124.83,492976.92,34335.94,527006.25
3914,353371.05,439521.64,38476.64,624155.27
3915,397184.6,498987.94,32734.75,520430.11
3916,593684.39,470503.88,50648.76,366636.39
3917,531241.83,379161.47,38075.39,607982.31
3918,458247.28,398469.14,78449.3,459601.61
3919,473894.34,497782.56,35034.45,318227.17
3920,303108.48,472704.44,57148.84,538921.05
3921,479605.35,579618.82,24951.18,550630.59
3922,427140.59,468022.24,34935.9,597512.72
3923,415098.39,440264.13,147064.2,369280.87
3924,497990.06,573218.7,37980.57,362350.63
3925,511592.77,754116.62,106146.55,321377.04
3926,463037.42,443714.78,37398.84,379225.23
3927,427487.1,446990.32,124273.81,458490.99
3928,465309.3,508449.14,46517.59,361167.4
3929,344764.4,398972,25280.7,606303.58
3930,402778.31,399645.31,58673.95,421832.46
3931,378526.47,505025.42,34488.9,419659.39
3932,444725.65,469790.28,29451.31,447404.35
3933,438872.53,430075.26,48816.99,426857.91
3934,435256.99,407956.09,69103.13,339652.8
3935,477751.9,413357.16,42324.42,442455.73
3936,395390.72,571120.32,48806.22,493412.96
3937,453965.19,470849.12,48723.36,372487.27
3938,317361.2,433937.49,56364,647382.44
3939,388764.99,490580.91,23721.15,401116.03
3940,443152.82,416682.59,46236.52,484035.45
3941,488821.12,415588.96,24669.79,383038.66
3942,463085.41,439672.07,37310.01,497887.52
3943,383306.74,513320.54,73849.45,436218.52
3944,506893.2,511309.3,28587.73,714056.99
3945,488109.32,371141.88,61770.82,517957.62
3946,389775.78,691173.08,57406.22,474286.2
3947,493277.95,499666.32,57273.01,469959.41
3948,500522.35,467570.5,25110.86,487801.08
3949,621648.21,400313.84,33822.25,380029.64
3950,529806.35,523347.54,53920.37,299260.15
3951,352061.58,435322.11,192008.1,560043.28
3952,426447.69,394950.34,36145.96,435883.37
3953,429787.54,798315.28,42903.52,322637.5
3954,458035.33,445421.67,24682.83,519371.68
3955,548637.97,375727.42,68122.96,217296.21
3956,491379.09,438720.45,37043.09,586880.12
3957,505056.92,596185.46,41701.66,426684.26
3958,396049.56,417804.62,75382.94,387652.13
3959,423240.6,485954.91,73281.38,456753.04
3960,357651.07,440705.95,43920.47,447255.04
3961,468627.82,293067.46,45839.66,483301.89
3962,353451.7,436903.28,6865.08,430899.88
3963,472686.38,447899.36,55382.29,484682.43
3964,382830.31,371685.68,41751.06,421950.13
3965,450801.14,436193.04,50782.84,306463.25
3966,423550.43,513312.98,35224.71,345663.57
3967,533026.5,500513.4,52851.24,328520.94
3968,409183.47,440058.35,60758.15,388141.98
3969,520283.2,377238.44,49385,367476.69
3970,454287.26,445196.01,39909.73,493151.33
3971,500964.35,477432.38,55699.66,439841.94
3972,428137.48,428706.97,40232.64,466798.49
3973,429508.51,567064.4,36596.21,402234.72
3974,435160.5,435145.95,31753.94,576753.15
3975,363043.9,424452.16,78158.72,471644.85
3976,471004.09,610531.87,35305.12,518887.89
3977,407023.15,412409.95,64438.36,465669.69
